"kais","work"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
3,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
3,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
3,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
3,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
3,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
4,"Corinthians1"
0,"Corinthians1"
3,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
0,"Corinthians1"
2,"Corinthians1"
1,"Corinthians1"
0,"Corinthians1"
1,"Corinthians1"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
3,"Corinthians2"
2,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
2,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
4,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
3,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
4,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
3,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
3,"Corinthians2"
1,"Corinthians2"
2,"Corinthians2"
0,"Corinthians2"
1,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Corinthians2"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
3,"Galatians"
0,"Galatians"
0,"Galatians"
2,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
2,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
3,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
3,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
2,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
2,"Galatians"
0,"Galatians"
0,"Galatians"
3,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
4,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
2,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
3,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
1,"Galatians"
1,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Galatians"
0,"Galatians"
0,"Galatians"
1,"Philippians"
1,"Philippians"
0,"Philippians"
3,"Philippians"
1,"Philippians"
0,"Philippians"
3,"Philippians"
0,"Philippians"
4,"Philippians"
3,"Philippians"
3,"Philippians"
0,"Philippians"
1,"Philippians"
2,"Philippians"
1,"Philippians"
2,"Philippians"
1,"Philippians"
1,"Philippians"
0,"Philippians"
0,"Philippians"
3,"Philippians"
3,"Philippians"
1,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
0,"Philippians"
2,"Philippians"
0,"Philippians"
1,"Philippians"
2,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
3,"Philippians"
4,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
2,"Philippians"
1,"Philippians"
2,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
2,"Philippians"
1,"Philippians"
0,"Philippians"
2,"Philippians"
0,"Philippians"
2,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
2,"Philippians"
1,"Philippians"
0,"Philippians"
1,"Philippians"
1,"Philippians"
2,"Philippians"
3,"Philippians"
3,"Philippians"
0,"Philippians"
2,"Philippians"
0,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
2,"Philippians"
0,"Philippians"
1,"Philippians"
1,"Philippians"
0,"Philippians"
2,"Philippians"
3,"Philippians"
1,"Philippians"
2,"Philippians"
2,"Philippians"
1,"Philippians"
2,"Philippians"
2,"Philippians"
1,"Philippians"
1,"Philippians"
1,"Philippians"
0,"Philippians"
0,"Philippians"
1,"Philippians"
0,"Philippians"
0,"Philippians"
0,"Philippians"
2,"Philippians"
1,"Philippians"
1,"Philippians"
0,"Philippians"
